,Nation,Olympic,Gold,Silver,Bronze,event_count,date,label,GDP
2188,Lesotho,seoul-1988,0,0,0,2,1988,summer,470389179.678909
2169,Senegal,seoul-1988,0,1,0,4,1988,summer,4985153202.5374
2166,Oman,seoul-1988,0,0,0,3,1988,summer,8386215864.75943
2147,Belgium,seoul-1988,0,0,2,13,1988,summer,163167853538.124
737,Vietnam,london-2012,0,0,0,11,2012,summer,155820001920.492
2149,Argentina,seoul-1988,0,1,1,16,1988,summer,126206817196.091
2150,Pakistan,seoul-1988,0,0,1,5,1988,summer,38472741737.3968
2151,India,seoul-1988,0,0,0,10,1988,summer,292632656261.44104
736,Comoros,london-2012,0,0,0,1,2012,summer,570865941.229395
735,San Marino,london-2012,0,0,0,3,2012,summer,1800077091.0959802
733,Pakistan,london-2012,0,0,0,3,2012,summer,224383620829.57
2165,Trinidad and Tobago,seoul-1988,0,0,0,3,1988,summer,4496852073.46896
732,Guyana,london-2012,0,0,0,2,2012,summer,2861562265.8830104
729,Bolivia,london-2012,0,0,0,3,2012,summer,27084497539.7974
728,Guatemala,london-2012,0,1,0,11,2012,summer,50388454861.1111
2161,Papua New Guinea,seoul-1988,0,0,0,4,1988,summer,3655979702.45646
2162,Fiji,seoul-1988,0,0,0,5,1988,summer,1109976927.9172199
2163,Nigeria,seoul-1988,0,0,0,8,1988,summer,23272161396.8853
2164,Jamaica,seoul-1988,0,2,0,6,1988,summer,3828310734.97795
2099,Turkey,albertville-1992,0,0,0,2,1992,summer,158459130434.78302
2098,Greece,albertville-1992,0,0,0,3,1992,summer,116224673042.54599
2052,Chad,barcelona-1992,0,0,0,1,1992,summer,1881847676.80752
2033,Samoa,barcelona-1992,0,0,0,2,1992,summer,132303041.36253001
2034,Kuwait,barcelona-1992,0,0,0,6,1992,summer,19858555214.7239
2036,Solomon Islands,barcelona-1992,0,0,0,1,1992,summer,378778047.197842
2037,Sudan,barcelona-1992,0,0,0,2,1992,summer,7034219712.52567
2038,Andorra,barcelona-1992,0,0,0,4,1992,summer,1210013651.87713
2039,Antigua and Barbuda,barcelona-1992,0,0,0,3,1992,summer,499281148.14814806
2040,Belize,barcelona-1992,0,0,0,1,1992,summer,518239100.0
2041,Benin,barcelona-1992,0,0,0,1,1992,summer,1695315305.7030802
2043,Guyana,barcelona-1992,0,0,0,3,1992,summer,368281378.896883
2044,Togo,barcelona-1992,0,0,0,1,1992,summer,1692959110.18022
2045,Suriname,barcelona-1992,0,0,1,2,1992,summer,404600000.0
2046,Saudi Arabia,barcelona-1992,0,0,0,4,1992,summer,137087876662.216
2047,Guinea,barcelona-1992,0,0,0,1,1992,summer,3284625277.16186
2048,Zambia,barcelona-1992,0,0,0,2,1992,summer,3181921787.7095
2049,Burkina Faso,barcelona-1992,0,0,0,1,1992,summer,2240264711.54816
2050,Gabon,barcelona-1992,0,0,0,2,1992,summer,5592390848.52648
2030,Lebanon,barcelona-1992,0,0,0,6,1992,summer,5545921947.46583
2018,Trinidad and Tobago,barcelona-1992,0,0,0,2,1992,summer,5439552941.176471
2010,Madagascar,barcelona-1992,0,0,0,6,1992,summer,3024459564.32157
2011,Uganda,barcelona-1992,0,0,0,3,1992,summer,2857457860.05088
2012,Botswana,barcelona-1992,0,0,0,2,1992,summer,4146513722.3301897
2013,Vietnam,barcelona-1992,0,0,0,3,1992,summer,9866990236.435871
2014,Maldives,barcelona-1992,0,0,0,2,1992,summer,284853358.561968
2015,Honduras,barcelona-1992,0,0,0,4,1992,summer,3419487440.65916
2016,Mauritania,barcelona-1992,0,0,0,1,1992,summer,1464392416.14671
2017,Fiji,barcelona-1992,0,0,0,4,1992,summer,1531803060.5455801
2019,Qatar,barcelona-1992,0,0,1,2,1992,summer,7646153983.5164795
2020,Vanuatu,barcelona-1992,0,0,0,1,1992,summer,196142585.014816
2021,Sierra Leone,barcelona-1992,0,0,0,1,1992,summer,679997997.597117
2022,Albania,barcelona-1992,0,0,0,4,1992,summer,709452583.880319
2024,Mozambique,barcelona-1992,0,0,0,2,1992,summer,2291175764.66004
2026,Papua New Guinea,barcelona-1992,0,0,0,4,1992,summer,4377984100.0
2027,Tonga,barcelona-1992,0,0,0,2,1992,summer,137066290.55007
2051,Mali,barcelona-1992,0,0,0,1,1992,summer,2830673388.82429
2053,Paraguay,barcelona-1992,0,0,0,5,1992,summer,7157424031.06045
2096,Mongolia,albertville-1992,0,0,0,2,1992,summer,1317611863.8497698
2054,El Salvador,barcelona-1992,0,0,0,2,1992,summer,5954700000.0
755,Samoa,london-2012,0,0,0,5,2012,summer,801168622.338114
2079,Liechtenstein,albertville-1992,0,0,0,2,1992,summer,1631197909.2589998
2080,Spain,albertville-1992,0,0,1,4,1992,summer,629202392003.901
2081,Australia,albertville-1992,0,0,0,9,1992,summer,325692532492.502
753,Liberia,london-2012,0,0,0,2,2012,summer,1735500000.0
2083,Poland,albertville-1992,0,0,0,9,1992,summer,94337050693.2727
752,Ghana,london-2012,0,0,0,4,2012,summer,41939728978.7281
2086,Denmark,albertville-1992,0,0,0,3,1992,summer,152915624326.966
2087,Romania,albertville-1992,0,0,0,7,1992,summer,25121666666.6667
2088,Great Britain,albertville-1992,0,0,0,9,1992,summer,1179659529659.53
2090,Bulgaria,albertville-1992,0,0,0,7,1992,summer,10350515463.9175
2091,Iceland,albertville-1992,0,0,0,2,1992,summer,7138787995.321991
2093,People's Republic of China,albertville-1992,0,3,0,6,1992,summer,426915712711.146
756,Bhutan,london-2012,0,0,0,2,2012,summer,1823692109.61652
757,Guinea-Bissau,london-2012,0,0,0,1,2012,summer,989875559.094599
2063,Bangladesh,barcelona-1992,0,0,0,2,1992,summer,31708873954.9405
2055,Malta,barcelona-1992,0,0,0,3,1992,summer,3021910216.71827
2057,Barbados,barcelona-1992,0,0,0,4,1992,summer,1950900000.0
2058,Seychelles,barcelona-1992,0,0,0,3,1992,summer,433667193.814795
2060,Ghana,barcelona-1992,0,0,1,3,1992,summer,6413901601.83066
2061,Jordan,barcelona-1992,0,0,0,2,1992,summer,5311329067.37276
2062,Monaco,barcelona-1992,0,0,0,2,1992,summer,2737066955.91266
2064,Oman,barcelona-1992,0,0,0,1,1992,summer,12452275682.7048
758,Afghanistan,london-2012,0,0,1,3,2012,summer,20536542736.7297
764,Chad,london-2012,0,0,0,1,2012,summer,12368071038.7362
763,Solomon Islands,london-2012,0,0,0,2,2012,summer,1025125081.5749401
762,Kiribati,london-2012,0,0,0,1,2012,summer,188045661.627666
761,Tuvalu,london-2012,0,0,0,1,2012,summer,39875750.673017204
760,Nauru,london-2012,0,0,0,2,2012,summer,103811958.762887
759,Vanuatu,london-2012,0,0,0,2,2012,summer,781702874.106058
2004,Central African Republic,barcelona-1992,0,0,0,3,1992,summer,1411917558.45855
